stn,region_name,sea,year,period,date,lat,lon,플라스틱류_N,종이_N,스티로폼_N,목재_N,금속_N,천연 섬유_N,유리_N,고무_N,의료 및 개인위생_N,흡연_불꽃놀이_N,외국기인_N,기타_혼합재질_N,계_N,플라스틱류_KG,종이_KG,스티로폼_KG,목재_KG,금속_KG,천연 섬유_KG,유리_KG,고무_KG,의료 및 개인위생_KG,흡연_불꽃놀이_KG,외국기인_KG,기타_혼합재질_KG,계_KG,플라스틱류_N,종이_N,스티로폼_N,목재_N,금속_N,천연 섬유_N,유리_N,고무_N,의료 및 개인위생_N,흡연_불꽃놀이_N,외국기인_N,기타_혼합재질_N,계_N,플라스틱류_KG,종이_KG,스티로폼_KG,목재_KG,금속_KG,천연 섬유_KG,유리_KG,고무_KG,의료 및 개인위생_KG,흡연_불꽃놀이_KG,외국기인_KG,기타_혼합재질_KG,계_KG
S11A,제주,제주,2016,2,16-Feb,33.2221,126.29638,33,1,1,15,8,8,7,2,1,5,23,1,94,12.95,1,1,15.3,1.2,1.4,2.05,1.1,1,1.05,3,1,31.05,1.52,0,0,1.18,0.9,0.9,0.85,0.3,0,0.7,1.36,0,1.97,1.11,0,0,1.18,0.08,0.15,0.31,0.04,0,0.02,0.48,0,1.49
S11A,제주,제주,2016,3,16-Mar,33.2221,126.29638,43,1,1,12,2,4,1,4,2,1,28,1,89,6.6,1,1,5.6,1.05,1.15,1,1.3,1.02,1,1.3,1,12.02,1.63,0,0,1.08,0.3,0.6,0,0.6,0.3,0,1.45,0,1.95,0.82,0,0,0.75,0.02,0.06,0,0.11,0.01,0,0.11,0,1.08
S11A,제주,제주,2016,4,16-Apr,33.2221,126.29638,281,1,258,13,6,28,19,9,1,1,815,3,1424,47.7,1,4.3,37.6,1.4,6.5,2.5,1.9,1,1,64.6,12.7,171.2,2.45,0,2.41,1.11,0.78,1.45,1.28,0.95,0,0,2.91,0.48,3.15,1.68,0,0.63,1.58,0.15,0.81,0.4,0.28,0,0,1.81,1.1,2.23
S11A,제주,제주,2016,5,16-May,33.2221,126.29638,70,1,1,1,31,4,1,2,1,1,51,1,154,8.05,1,1,1,1.5,1.4,1,16,1,1,3.36,1,26.31,1.85,0,0,0,1.49,0.6,0,0.3,0,0,1.71,0,2.19,0.91,0,0,0,0.18,0.15,0,1.2,0,0,0.53,0,1.42
S11A,제주,제주,2016,6,16-Jun,33.2221,126.29638,10,1,1,1,1,5,1,1,1,3,1,1,16,2,1,1,1,1,2.6,1,1,1,1.03,1,1,3.63,1,0,0,0,0,0.7,0,0,0,0.48,0,0,1.2,0.3,0,0,0,0,0.41,0,0,0,0.01,0,0,0.56
S11A,제주,제주,2017,1,17-Jan,33.2221,126.29638,25,3,1,4,2,2,5,2,1,3,3,1,41,2.8,1.02,1,1.2,1.01,1.01,1.6,1.2,1,1.01,1.01,1,3.86,1.4,0.48,0,0.6,0.3,0.3,0.7,0.3,0,0.48,0.48,0,1.61,0.45,0.01,0,0.08,0,0,0.2,0.08,0,0,0,0,0.59
S11A,제주,제주,2017,2,17-Feb,33.2221,126.29638,23,2,2,2,6,7,3,1,1,2,4,2,44,1.22,1.04,1.01,1.01,1.12,1.04,1.05,1,1,1.01,1.05,1.05,1.6,1.36,0.3,0.3,0.3,0.78,0.85,0.48,0,0,0.3,0.6,0.3,1.64,0.09,0.02,0,0,0.05,0.02,0.02,0,0,0,0.02,0.02,0.2
S11A,제주,제주,2017,3,17-Mar,33.2221,126.29638,12,1,1,4,2,1,1,2,1,2,5,1,22,1.15,1,1,1.1,1.05,1,1,1.1,1,1.02,1.1,1,1.52,1.08,0,0,0.6,0.3,0,0,0.3,0,0.3,0.7,0,1.34,0.06,0,0,0.04,0.02,0,0,0.04,0,0.01,0.04,0,0.18
S11A,제주,제주,2017,4,17-Apr,33.2221,126.29638,78,1,10,4,3,10,1,2,1,3,37,1,140,15.94,1,1.5,26,1.01,3.4,1,1.1,1,1.01,1.21,1,44.17,1.89,0,1,0.6,0.48,1,0,0.3,0,0.48,1.57,0,2.15,1.2,0,0.18,1.41,0,0.53,0,0.04,0,0,0.08,0,1.65
S11A,제주,제주,2017,5,17-May,33.2221,126.29638,63,1,1,3,18,21,1,2,3,1,5,2,110,7.2,1,1,2,1.25,2.2,1,1.2,1.1,1,1.1,31,40.05,1.8,0,0,0.48,1.26,1.32,0,0.3,0.48,0,0.7,0.3,2.04,0.86,0,0,0.3,0.1,0.34,0,0.08,0.04,0,0.04,1.49,1.6
S11A,제주,제주,2017,6,17-Jun,33.2221,126.29638,9,1,1,3,1,1,1,1,1,4,1,1,14,1.06,1,1,1.1,1,1,1,1,1,1.02,1,1,1.18,0.95,0,0,0.48,0,0,0,0,0,0.6,0,0,1.15,0.03,0,0,0.04,0,0,0,0,0,0.01,0,0,0.07
S12A,사천 아두도,남해,2008,2,08-Feb,34.90134,128.05874,327,4,207,11,28,16,75,6,14,10,3,5,695,13,1.1,3.5,3,7,3,4,1.1,1.5,1.4,1.05,2,30.65,2.51,0.6,2.32,1.04,1.45,1.2,1.88,0.78,1.15,1,0.48,0.7,2.84,1.11,0.04,0.54,0.48,0.85,0.48,0.6,0.04,0.18,0.15,0.02,0.3,1.49
S12A,사천 아두도,남해,2008,3,08-Mar,34.90134,128.05874,360,35,96,49,12,10,89,1,1,4,1,1,648,25.4,2.3,9.4,55.2,3,5.7,6,1,1,1.1,1,1,101.1,2.56,1.54,1.98,1.69,1.08,1,1.95,0,0,0.6,0,0,2.81,1.4,0.36,0.97,1.74,0.48,0.76,0.78,0,0,0.04,0,0,2
S12A,사천 아두도,남해,2008,4,08-Apr,34.90134,128.05874,523,42,1110,52,28,40,134,14,20,5,10,4,1971,49.77,3.4,44.3,23.8,4.9,2.7,7.1,1.3,1.7,1.1,1.6,18.5,149.17,2.72,1.62,3.05,1.72,1.45,1.6,2.13,1.15,1.3,0.7,1,0.6,3.29,1.7,0.53,1.65,1.38,0.69,0.43,0.85,0.11,0.23,0.04,0.2,1.27,2.17
S12A,사천 아두도,남해,2008,5,08-May,34.90134,128.05874,707,3,23,25,2,3,14,5,2,6,1,6,786,59.8,1.5,5,40,1.5,3,4.5,3.5,1.5,1.5,1,38.5,150.3,2.85,0.48,1.36,1.4,0.3,0.48,1.15,0.7,0.3,0.78,0,0.78,2.9,1.78,0.18,0.7,1.6,0.18,0.48,0.65,0.54,0.18,0.18,0,1.59,2.18
S12A,사천 아두도,남해,2008,6,08-Jun,34.90134,128.05874,300,7,21,5,9,5,17,4,1,1,1,3,363,48,1.5,5.5,17,2.5,2,4,1.5,1,1,1,2,76,2.48,0.85,1.32,0.7,0.95,0.7,1.23,0.6,0,0,0,0.48,2.56,1.68,0.18,0.74,1.23,0.4,0.3,0.6,0.18,0,0,0,0.3,1.88
S12A,사천 아두도,남해,2009,1,09-Jan,34.90134,128.05874,83,2,7,4,3,4,22,2,1,3,1,3,124,23.5,1.5,3.5,3,2,3,2.5,1.5,1,1.5,1,11,44,1.92,0.3,0.85,0.6,0.48,0.6,1.34,0.3,0,0.48,0,0.48,2.09,1.37,0.18,0.54,0.48,0.3,0.48,0.4,0.18,0,0.18,0,1.04,1.64
S12A,사천 아두도,남해,2009,2,09-Feb,34.90134,128.05874,182,31,5,20,5,1,3,8,1,9,1,7,262,32,1.5,7,18,3.5,1,1,1.5,1.1,1.3,1,10,67.9,2.26,1.49,0.7,1.3,0.7,0,0.48,0.9,0,0.95,0,0.85,2.42,1.51,0.18,0.85,1.26,0.54,0,0,0.18,0.04,0.11,0,1,1.83
S12A,사천 아두도,남해,2009,3,09-Mar,34.90134,128.05874,241,9,38,16,24,11,9,3,3,4,1,2,350,49.5,2,9.5,26.5,3.5,4.5,2.5,1.5,1,1,1,4,95.5,2.38,0.95,1.58,1.2,1.38,1.04,0.95,0.48,0.48,0.6,0,0.3,2.54,1.69,0.3,0.98,1.42,0.54,0.65,0.4,0.18,0,0,0,0.6,1.98
S12A,사천 아두도,남해,2009,4,09-Apr,34.90134,128.05874,258,1,61,2,9,1,26,1,2,6,13,3,372,33.1,1,41.5,5,2.5,1,13,1,1,1,1,33,123.1,2.41,0,1.79,0.3,0.95,0,1.41,0,0.3,0.78,1.11,0.48,2.57,1.52,0,1.62,0.7,0.4,0,1.11,0,0,0,0,1.52,2.09
S12A,사천 아두도,남해,2009,5,09-May,34.90134,128.05874,295,7,224,6,26,2,30,2,2,9,1,4,597,7.2,1.3,5.1,19,4.5,1.1,5.2,1.3,1,1,1,17.6,54.3,2.47,0.85,2.35,0.78,1.41,0.3,1.48,0.3,0.3,0.95,0,0.6,2.78,0.86,0.11,0.71,1.28,0.65,0.04,0.72,0.11,0,0,0,1.25,1.73
S12A,사천 아두도,남해,2009,6,09-Jun,34.90134,128.05874,137,6,54,5,4,4,9,1,1,3,1,1,215,13,2,4,3,9,1.5,2,1,1,1.5,1,1,29,2.14,0.78,1.73,0.7,0.6,0.6,0.95,0,0,0.48,0,0,2.33,1.11,0.3,0.6,0.48,0.95,0.18,0.3,0,0,0.18,0,0,1.46
S12A,사천 아두도,남해,2010,1,10-Jan,34.90134,128.05874,170,3,36,26,1,7,55,2,1,3,1,3,297,3.43,1.028,1.149,16.15,1,1.149,5.018,1.023,1,1.065,1,1.53,23.542,2.23,0.48,1.56,1.41,0,0.85,1.74,0.3,0,0.48,0,0.48,2.47,0.54,0.01,0.06,1.21,0,0.06,0.7,0.01,0,0.03,0,0.18,1.37
S12A,사천 아두도,남해,2010,2,10-Feb,34.90134,128.05874,60,1,7,1,3,3,10,4,3,1,1,1,84,14.8,1,24,1,2,1.5,5,2.5,1.5,1,1,1,45.3,1.78,0,0.85,0,0.48,0.48,1,0.6,0.48,0,0,0,1.92,1.17,0,1.38,0,0.3,0.18,0.7,0.4,0.18,0,0,0,1.66
S12A,사천 아두도,남해,2010,3,10-Mar,34.90134,128.05874,215,12,11,27,17,3,21,9,1,3,1,2,311,40.35,1.15,5.33,35,9.3,1.8,6,2.5,1,1.1,1,1.8,95.33,2.33,1.08,1.04,1.43,1.23,0.48,1.32,0.95,0,0.48,0,0.3,2.49,1.61,0.06,0.73,1.54,0.97,0.26,0.78,0.4,0,0.04,0,0.26,1.98
S12A,사천 아두도,남해,2010,4,10-Apr,34.90134,128.05874,330,3,250,49,31,10,43,3,2,4,1,6,721,69.7,1.1,19,46.1,10.6,2.6,7.8,1.4,1.1,1.1,1,4.6,155.1,2.52,0.48,2.4,1.69,1.49,1,1.63,0.48,0.3,0.6,0,0.78,2.86,1.84,0.04,1.28,1.66,1.03,0.41,0.89,0.15,0.04,0.04,0,0.66,2.19
S12A,사천 아두도,남해,2010,5,10-May,34.90134,128.05874,252,11,79,17,31,9,14,3,2,7,5,3,422,98.27,1.32,33.06,34.6,14.44,5.1,6.52,1.32,1.6,1.43,1.21,10.2,198.07,2.4,1.04,1.9,1.23,1.49,0.95,1.15,0.48,0.3,0.85,0.7,0.48,2.63,1.99,0.12,1.52,1.54,1.16,0.71,0.81,0.12,0.2,0.16,0.08,1.01,2.3
S12A,사천 아두도,남해,2010,6,10-Jun,34.90134,128.05874,127,1,25,6,9,1,39,1,4,1,6,3,212,10.5,1,7.8,7.2,1.5,1,3.2,1,1.15,1,2.9,5,32.25,2.1,0,1.4,0.78,0.95,0,1.59,0,0.6,0,0.78,0.48,2.33,1.02,0,0.89,0.86,0.18,0,0.51,0,0.06,0,0.46,0.7,1.51
S12A,사천 아두도,남해,2011,1,11-Jan,34.90134,128.05874,57,5,24,6,4,1,7,2,2,1,1,5,104,12.8,4.1,6.8,6.3,3.2,1,5,1.8,1.3,1,1,16,49.3,1.76,0.7,1.38,0.78,0.6,0,0.85,0.3,0.3,0,0,0.7,2.02,1.11,0.61,0.83,0.8,0.51,0,0.7,0.26,0.11,0,0,1.2,1.69
S12A,사천 아두도,남해,2011,2,11-Feb,34.90134,128.05874,53,1,10,15,7,2,9,6,1,1,4,1,99,15.3,1,4.8,10,3,2,4,13.5,1,1,2,1,47.6,1.72,0,1,1.18,0.85,0.3,0.95,0.78,0,0,0.6,0,2,1.18,0,0.68,1,0.48,0.3,0.6,1.13,0,0,0.3,0,1.68
S12A,사천 아두도,남해,2011,3,11-Mar,34.90134,128.05874,233,1,52,27,11,8,24,12,1,7,1,1,367,80.3,1,19.3,15.1,3.6,7.4,6,2.2,1,1.4,1,1,128.3,2.37,0,1.72,1.43,1.04,0.9,1.38,1.08,0,0.85,0,0,2.56,1.9,0,1.29,1.18,0.56,0.87,0.78,0.34,0,0.15,0,0,2.11
S12A,사천 아두도,남해,2011,4,11-Apr,34.90134,128.05874,281,4,114,17,14,8,21,2,2,1,3,4,460,39.4,1.2,27.8,30,8,1.5,6,1.2,1.2,1,1.5,1.4,109.2,2.45,0.6,2.06,1.23,1.15,0.9,1.32,0.3,0.3,0,0.48,0.6,2.66,1.6,0.08,1.44,1.48,0.9,0.18,0.78,0.08,0.08,0,0.18,0.15,2.04
S12A,사천 아두도,남해,2011,5,11-May,34.90134,128.05874,229,3,68,15,28,6,15,3,7,7,9,3,382,69.96,1.9,31.9,40.4,10.7,4.3,5.5,1.8,2.6,1.6,3.2,5.5,168.36,2.36,0.48,1.83,1.18,1.45,0.78,1.18,0.48,0.85,0.85,0.95,0.48,2.58,1.84,0.28,1.5,1.61,1.03,0.63,0.74,0.26,0.41,0.2,0.51,0.74,2.23
S12A,사천 아두도,남해,2011,6,11-Jun,34.90134,128.05874,102,1,19,6,6,1,41,1,1,4,1,6,178,19,1,7.5,8,4.2,1,4.3,1,1,1.5,1,3,41.5,2.01,0,1.28,0.78,0.78,0,1.61,0,0,0.6,0,0.78,2.25,1.28,0,0.88,0.9,0.62,0,0.63,0,0,0.18,0,0.48,1.62
S12A,사천 아두도,남해,2012,1,12-Jan,34.90134,128.05874,42,1,22,2,2,1,5,1,1,3,1,4,74,18.5,1,3,5,1.5,1,2.4,1,1,1.2,1,3.3,28.9,1.62,0,1.34,0.3,0.3,0,0.7,0,0,0.48,0,0.6,1.87,1.27,0,0.48,0.7,0.18,0,0.38,0,0,0.08,0,0.52,1.46
S12A,사천 아두도,남해,2012,2,12-Feb,34.90134,128.05874,63,6,15,3,5,3,23,4,3,5,1,1,121,26,1.8,4.4,15,2.7,1.8,5.1,1.8,1.5,2,1,1,53.1,1.8,0.78,1.18,0.48,0.7,0.48,1.36,0.6,0.48,0.7,0,0,2.08,1.41,0.26,0.64,1.18,0.43,0.26,0.71,0.26,0.18,0.3,0,0,1.73
S12A,사천 아두도,남해,2012,3,12-Mar,34.90134,128.05874,142,10,57,7,11,11,19,6,4,3,2,1,262,83.5,2.2,24.6,99.4,7.4,14.8,7.4,3.3,1.8,1.5,1.2,1,237.1,2.15,1,1.76,0.85,1.04,1.04,1.28,0.78,0.6,0.48,0.3,0,2.42,1.92,0.34,1.39,2,0.87,1.17,0.87,0.52,0.26,0.18,0.08,0,2.37
S12A,사천 아두도,남해,2012,4,12-Apr,34.90134,128.05874,220,3,113,28,25,4,25,9,6,7,8,4,441,37.4,1.2,29.6,35,7.8,2.2,7.8,1.9,1.6,1.4,2.2,1.8,118.9,2.34,0.48,2.05,1.45,1.4,0.6,1.4,0.95,0.78,0.85,0.9,0.6,2.64,1.57,0.08,1.47,1.54,0.89,0.34,0.89,0.28,0.2,0.15,0.34,0.26,2.08
S12A,사천 아두도,남해,2012,5,12-May,34.90134,128.05874,2998,1,286,36,57,15,45,4,18,9,1,9,3468,75.1,1,40,91.6,110,9.2,9.8,6.7,3.9,2.6,1,28.6,368.5,3.48,0,2.46,1.56,1.76,1.18,1.65,0.6,1.26,0.95,0,0.95,3.54,1.88,0,1.6,1.96,2.04,0.96,0.99,0.83,0.59,0.41,0,1.46,2.57
S12A,사천 아두도,남해,2012,6,12-Jun,34.90134,128.05874,82,1,32,10,15,3,13,2,1,7,4,2,161,24.1,1,8.2,25.7,5.4,5.1,4.4,1.3,1,1.8,1.4,5.2,73.6,1.91,0,1.51,1,1.18,0.48,1.11,0.3,0,0.85,0.6,0.3,2.21,1.38,0,0.91,1.41,0.73,0.71,0.64,0.11,0,0.26,0.15,0.72,1.87
S12A,사천 아두도,남해,2013,1,13-Jan,34.90134,128.05874,62,2,22,3,11,9,22,3,1,4,2,3,133,14.4,4,19.6,9.2,4.3,3.9,9,1.4,1,1.4,1.2,13.8,72.2,1.79,0.3,1.34,0.48,1.04,0.95,1.34,0.48,0,0.6,0.3,0.48,2.12,1.16,0.6,1.29,0.96,0.63,0.59,0.95,0.15,0,0.15,0.08,1.14,1.86
S12A,사천 아두도,남해,2013,2,13-Feb,34.90134,128.05874,97,1,21,11,6,8,13,2,1,1,3,3,156,37.5,1,8.3,35.3,3.5,3.3,3.3,1.3,1,1,1.5,1.5,87.5,1.99,0,1.32,1.04,0.78,0.9,1.11,0.3,0,0,0.48,0.48,2.19,1.57,0,0.92,1.55,0.54,0.52,0.52,0.11,0,0,0.18,0.18,1.94
S12A,사천 아두도,남해,2013,3,13-Mar,34.90134,128.05874,222,7,88,13,22,7,40,7,1,5,3,1,405,50.7,2.2,27.8,28,6.4,5.1,7,2.2,1,1.5,1.5,1,123.4,2.35,0.85,1.94,1.11,1.34,0.85,1.6,0.85,0,0.7,0.48,0,2.61,1.71,0.34,1.44,1.45,0.81,0.71,0.85,0.34,0,0.18,0.18,0,2.09
S12A,사천 아두도,남해,2013,4,13-Apr,34.90134,128.05874,140,4,64,23,12,15,30,5,3,1,2,2,290,44,1.4,36.1,11.5,7.2,6.3,14.1,2,1.2,1,1.3,4.4,119.5,2.15,0.6,1.81,1.36,1.08,1.18,1.48,0.7,0.48,0,0.3,0.3,2.46,1.64,0.15,1.56,1.06,0.86,0.8,1.15,0.3,0.08,0,0.11,0.64,2.08
S12A,사천 아두도,남해,2013,5,13-May,34.90134,128.05874,100,1,17,13,6,6,9,1,1,4,1,2,150,21.9,1,9.6,28.5,3.8,3.6,2.6,1,1,1.5,1,5.6,70.1,2,0,1.23,1.11,0.78,0.78,0.95,0,0,0.6,0,0.3,2.18,1.34,0,0.98,1.45,0.58,0.56,0.41,0,0,0.18,0,0.75,1.85
S12A,사천 아두도,남해,2013,6,13-Jun,34.90134,128.05874,52,2,4,1,2,3,4,1,1,5,1,1,66,5.2,1.1,2.1,1,1.3,1.1,1.3,1,1,1.2,1,1,7.3,1.72,0.3,0.6,0,0.3,0.48,0.6,0,0,0.7,0,0,1.82,0.72,0.04,0.32,0,0.11,0.04,0.11,0,0,0.08,0,0,0.86
S12A,사천 아두도,남해,2014,1,14-Jan,34.90134,128.05874,361,5,14,19,12,1,1,1,1,4,2,1,411,5.49,1.01,7.52,11.5,1.82,1,1,1,1,1.01,1.01,1,23.36,2.56,0.7,1.15,1.28,1.08,0,0,0,0,0.6,0.3,0,2.61,0.74,0,0.88,1.06,0.26,0,0,0,0,0,0,0,1.37
S12A,사천 아두도,남해,2014,2,14-Feb,34.90134,128.05874,93,3,16,4,3,2,66,1,1,1,1,2,182,8.9,1.02,1.4,7.5,1.4,2,2.6,1,1,1,1,1,18.82,1.97,0.48,1.2,0.6,0.48,0.3,1.82,0,0,0,0,0.3,2.26,0.95,0.01,0.15,0.88,0.15,0.3,0.41,0,0,0,0,0,1.27
S12A,사천 아두도,남해,2014,3,14-Mar,34.90134,128.05874,225,1,19,1,17,13,13,6,1,1,6,2,294,23.1,1,8.02,1,2.3,1.7,3.01,1.7,1,1,3,21,56.83,2.35,0,1.28,0,1.23,1.11,1.11,0.78,0,0,0.78,0.3,2.47,1.36,0,0.9,0,0.36,0.23,0.48,0.23,0,0,0.48,1.32,1.75
S12A,사천 아두도,남해,2014,4,14-Apr,34.90134,128.05874,153,3,31,8,14,12,1,4,2,4,1,3,225,15,1.1,21.2,7.6,4.1,2.6,1,2.5,1.01,1.6,1,2.5,50.21,2.18,0.48,1.49,0.9,1.15,1.08,0,0.6,0.3,0.6,0,0.48,2.35,1.18,0.04,1.33,0.88,0.61,0.41,0,0.4,0,0.2,0,0.4,1.7
S12A,사천 아두도,남해,2014,5,14-May,34.90134,128.05874,187,2,18,11,19,5,53,1,1,6,2,4,298,2.15,1.01,1.2,4.5,1.41,2.7,2.51,1,1,1.02,1.01,1.01,9.52,2.27,0.3,1.26,1.04,1.28,0.7,1.72,0,0,0.78,0.3,0.6,2.47,0.33,0,0.08,0.65,0.15,0.43,0.4,0,0,0.01,0,0,0.98
S12A,사천 아두도,남해,2014,6,14-Jun,34.90134,128.05874,88,2,2,1,6,2,1,1,1,3,1,1,98,5.41,1.01,21,1,1.11,1.1,1,1,1,1.01,1,1,25.64,1.94,0.3,0.3,0,0.78,0.3,0,0,0,0.48,0,0,1.99,0.73,0,1.32,0,0.05,0.04,0,0,0,0,0,0,1.41
S12A,사천 아두도,남해,2015,1,15-Jan,34.90134,128.05874,82,1,22,3,8,1,46,3,1,1,1,1,159,6,1,1.8,19,2.2,1,2,1.1,1,1,1,1,27.1,1.91,0,1.34,0.48,0.9,0,1.66,0.48,0,0,0,0,2.2,0.78,0,0.26,1.28,0.34,0,0.3,0.04,0,0,0,0,1.43
S12A,사천 아두도,남해,2015,2,15-Feb,34.90134,128.05874,74,5,11,4,9,1,88,2,1,1,5,1,191,4.66,1.3,8.15,10,9.11,1,2.61,1.2,1,1,1.01,1,31.04,1.87,0.7,1.04,0.6,0.95,0,1.94,0.3,0,0,0.7,0,2.28,0.67,0.11,0.91,1,0.96,0,0.42,0.08,0,0,0,0,1.49
S12A,사천 아두도,남해,2015,3,15-Mar,34.90134,128.05874,190,5,37,1,7,1,1,3,2,3,1,1,241,16.1,1.1,42,1,1.6,1,1,1.2,1.1,1.1,1,1,58.2,2.28,0.7,1.57,0,0.85,0,0,0.48,0.3,0.48,0,0,2.38,1.21,0.04,1.62,0,0.2,0,0,0.08,0.04,0.04,0,0,1.76
S12A,사천 아두도,남해,2015,4,15-Apr,34.90134,128.05874,342,15,46,1,12,4,10,5,3,3,1,1,432,28.4,1.2,9.3,1,1.6,1.4,2,1.4,1.2,1.2,1,1,39.7,2.53,1.18,1.66,0,1.08,0.6,1,0.7,0.48,0.48,0,0,2.64,1.45,0.08,0.97,0,0.2,0.15,0.3,0.15,0.08,0.08,0,0,1.6
S12A,사천 아두도,남해,2015,5,15-May,34.90134,128.05874,85,3,29,7,5,2,7,1,1,1,1,1,132,8.1,1.1,4,22,1.7,1.1,3,1,1,1,1,1,35,1.93,0.48,1.46,0.85,0.7,0.3,0.85,0,0,0,0,0,2.12,0.91,0.04,0.6,1.34,0.23,0.04,0.48,0,0,0,0,0,1.54
S12A,사천 아두도,남해,2015,6,15-Jun,34.90134,128.05874,88,4,2,1,2,3,35,1,1,1,1,1,129,3.5,1.1,6,1,1.1,1.1,1.5,1,1,1,1,1,9.3,1.94,0.6,0.3,0,0.3,0.48,1.54,0,0,0,0,0,2.11,0.54,0.04,0.78,0,0.04,0.04,0.18,0,0,0,0,0,0.97
S12A,사천 아두도,남해,2016,1,16-Jan,34.90134,128.05874,44,3,5,2,3,4,12,1,1,1,1,3,69,13.4,1.1,1.2,26,2.9,2.1,2.2,1,1,1,1,1.4,43.3,1.64,0.48,0.7,0.3,0.48,0.6,1.08,0,0,0,0,0.48,1.84,1.13,0.04,0.08,1.41,0.46,0.32,0.34,0,0,0,0,0.15,1.64
S12A,사천 아두도,남해,2016,2,16-Feb,34.90134,128.05874,102,7,36,3,6,7,25,3,1,2,1,1,183,205.3,1.1,2.1,1.6,2.2,1.6,2,1.8,1,1.1,1,1,210.8,2.01,0.85,1.56,0.48,0.78,0.85,1.4,0.48,0,0.3,0,0,2.26,2.31,0.04,0.32,0.2,0.34,0.2,0.3,0.26,0,0.04,0,0,2.32
S12A,사천 아두도,남해,2016,3,16-Mar,34.90134,128.05874,179,6,54,14,47,8,12,4,4,5,1,1,324,17.1,1.2,33.4,41,23.5,1.7,2.1,1.3,1.2,1.2,1,1,114.7,2.25,0.78,1.73,1.15,1.67,0.9,1.08,0.6,0.6,0.7,0,0,2.51,1.23,0.08,1.52,1.61,1.37,0.23,0.32,0.11,0.08,0.08,0,0,2.06
S12A,사천 아두도,남해,2016,4,16-Apr,34.90134,128.05874,187,8,45,2,12,4,5,4,1,10,3,1,271,21.2,1.2,41.2,3,3.9,7,1.6,1.1,1,1.1,1.6,1,73.9,2.27,0.9,1.65,0.3,1.08,0.6,0.7,0.6,0,1,0.48,0,2.43,1.33,0.08,1.61,0.48,0.59,0.85,0.2,0.04,0,0.04,0.2,0,1.87
S12A,사천 아두도,남해,2016,5,16-May,34.90134,128.05874,153,2,15,3,8,6,11,1,1,1,1,1,192,12.3,1.1,7.2,1.4,1.4,1.8,3,1,1,1,1,1,22.2,2.18,0.3,1.18,0.48,0.9,0.78,1.04,0,0,0,0,0,2.28,1.09,0.04,0.86,0.15,0.15,0.26,0.48,0,0,0,0,0,1.35
S12A,사천 아두도,남해,2016,6,16-Jun,34.90134,128.05874,30,1,3,1,2,4,2,1,1,3,1,1,39,4.5,1,1.5,1,1.2,1.2,1.2,1,1,1.1,1,1,5.7,1.48,0,0.48,0,0.3,0.6,0.3,0,0,0.48,0,0,1.59,0.65,0,0.18,0,0.08,0.08,0.08,0,0,0.04,0,0,0.76
S12A,사천 아두도,남해,2017,1,17-Jan,34.90134,128.05874,116,2,12,3,3,5,11,1,2,5,1,1,151,5.5,1.1,2,3,1.3,2.6,3.5,1,1.1,1.2,1,1,13.3,2.06,0.3,1.08,0.48,0.48,0.7,1.04,0,0.3,0.7,0,0,2.18,0.74,0.04,0.3,0.48,0.11,0.41,0.54,0,0.04,0.08,0,0,1.12
S12A,사천 아두도,남해,2017,2,17-Feb,34.90134,128.05874,90,6,27,3,3,2,34,1,1,1,1,1,159,5.9,1.2,2.4,3.2,1.2,1.8,2,1,1,1,1,1,11.7,1.95,0.78,1.43,0.48,0.48,0.3,1.53,0,0,0,0,0,2.2,0.77,0.08,0.38,0.51,0.08,0.26,0.3,0,0,0,0,0,1.07
S12A,사천 아두도,남해,2017,3,17-Mar,34.90134,128.05874,228,14,24,4,6,5,9,1,3,2,1,2,288,42.4,1.6,8.8,18.4,2.2,2.8,4,1,1.2,1.1,1,3,76.5,2.36,1.15,1.38,0.6,0.78,0.7,0.95,0,0.48,0.3,0,0.3,2.46,1.63,0.2,0.94,1.26,0.34,0.45,0.6,0,0.08,0.04,0,0.48,1.88
S12A,사천 아두도,남해,2017,4,17-Apr,34.90134,128.05874,53,6,54,1,19,1,2,2,1,2,1,1,132,17.2,1.4,36.2,1,3.4,1,1.2,1.2,1,1.2,1,1,55.8,1.72,0.78,1.73,0,1.28,0,0.3,0.3,0,0.3,0,0,2.12,1.24,0.15,1.56,0,0.53,0,0.08,0.08,0,0.08,0,0,1.75
S12A,사천 아두도,남해,2017,5,17-May,34.90134,128.05874,87,2,62,1,3,2,10,2,4,4,1,1,168,6.1,1.1,2.4,1,1.2,1.5,2.1,1.4,1.1,1.1,1,1,10,1.94,0.3,1.79,0,0.48,0.3,1,0.3,0.6,0.6,0,0,2.23,0.79,0.04,0.38,0,0.08,0.18,0.32,0.15,0.04,0.04,0,0,1
S12A,사천 아두도,남해,2017,6,17-Jun,34.90134,128.05874,59,6,1,1,5,5,3,2,1,4,1,1,78,4.1,1.5,1,1,1.5,2,1.5,1.1,1,1.2,1,1,6.9,1.77,0.78,0,0,0.7,0.7,0.48,0.3,0,0.6,0,0,1.89,0.61,0.18,0,0,0.18,0.3,0.18,0.04,0,0.08,0,0,0.84
